[00:00.000 --> 00:12.000]  Big Brother, mainstream media, government cover-ups. You want answers? Well, so does
[02:17:20.000 --> 02:17:30.000]  See you next week.
[02:17:30.000 --> 02:17:40.000]  See you next week.
[02:17:40.000 --> 02:17:50.000]  See you next week.
[02:17:50.000 --> 02:18:10.000]  See you next week.
[02:18:10.000 --> 02:18:20.000]  See you next week.
[02:18:20.000 --> 02:18:30.000]  See you next week.
[02:18:30.000 --> 02:18:40.000]  See you next week.
[02:18:40.000 --> 02:18:50.000]  See you next week.
[02:18:50.000 --> 02:19:00.000]  See you next week.
[02:19:20.000 --> 02:19:30.000]  See you next week.
[02:19:30.000 --> 02:19:40.000]  See you next week.
[02:19:40.000 --> 02:20:00.000]  See you next week.
[02:20:00.000 --> 02:20:10.000]  See you next week.
[02:20:10.000 --> 02:20:20.000]  See you next week.
[02:20:20.000 --> 02:20:30.000]  See you next week.
[02:20:30.000 --> 02:20:40.000]  See you next week.
[02:20:40.000 --> 02:20:50.000]  See you next week.
[02:20:50.000 --> 02:21:00.000]  See you next week.
[02:21:00.000 --> 02:21:10.000]  See you next week.
[02:21:10.000 --> 02:21:20.000]  See you next week.
[02:21:20.000 --> 02:21:30.000]  See you next week.
[02:21:30.000 --> 02:21:40.000]  See you next week.
[02:21:40.000 --> 02:21:50.000]  See you next week.
[02:21:50.000 --> 02:22:00.000]  See you next week.
[02:22:00.000 --> 02:22:10.000]  See you next week.
[02:22:10.000 --> 02:22:20.000]  See you next week.
[02:22:20.000 --> 02:22:30.000]  See you next week.
[02:22:30.000 --> 02:22:40.000]  See you next week.
[02:22:40.000 --> 02:22:50.000]  See you next week.
[02:22:50.000 --> 02:23:00.000]  See you next week.
[02:23:00.000 --> 02:23:10.000]  See you next week.
[02:23:10.000 --> 02:23:20.000]  See you next week.
[02:23:20.000 --> 02:23:30.000]  See you next week.
[02:23:30.000 --> 02:23:40.000]  See you next week.
[02:23:40.000 --> 02:23:50.000]  See you next week.
[02:23:50.000 --> 02:24:00.000]  See you next week.
[02:24:00.000 --> 02:24:10.000]  See you next week.
[02:24:10.000 --> 02:24:20.000]  See you next week.
[02:24:20.000 --> 02:24:30.000]  See you next week.
[02:24:30.000 --> 02:24:54.000]  See you next week.
[02:24:54.000 --> 02:25:04.000]  See you next week.
[02:25:04.000 --> 02:25:28.000]  See you next week.
[02:25:28.000 --> 02:25:38.000]  See you next week.
[02:25:38.000 --> 02:25:48.000]  See you next week.
[02:25:48.000 --> 02:25:58.000]  See you next week.
[02:25:58.000 --> 02:26:08.000]  See you next week.
[02:26:08.000 --> 02:26:18.000]  See you next week.
[02:26:18.000 --> 02:26:28.000]  See you next week.
[02:26:28.000 --> 02:26:38.000]  See you next week.
[02:26:38.000 --> 02:26:48.000]  See you next week.
[02:26:48.000 --> 02:26:58.000]  See you next week.
[02:26:58.000 --> 02:27:08.000]  See you next week.
[02:27:08.000 --> 02:27:18.000]  See you next week.
[02:27:18.000 --> 02:27:42.000]  See you next week.
[02:27:42.000 --> 02:27:52.000]  See you next week.
[02:27:52.000 --> 02:28:02.000]  See you next week.
[02:28:02.000 --> 02:28:12.000]  See you next week.
[02:28:12.000 --> 02:28:22.000]  See you next week.
[02:28:22.000 --> 02:28:42.000]  See you next week.
[02:28:42.000 --> 02:29:02.000]  See you next week.
[02:29:02.000 --> 02:29:12.000]  See you next week.
[02:29:32.000 --> 02:29:52.000]  See you next week.
[02:29:52.000 --> 02:30:02.000]  See you next week.
[02:30:22.000 --> 02:30:32.000]  See you next week.
[02:30:32.000 --> 02:30:42.000]  See you next week.
[02:30:42.000 --> 02:30:52.000]  See you next week.
[02:30:52.000 --> 02:31:02.000]  See you next week.
[02:31:02.000 --> 02:31:12.000]  See you next week.
[02:31:12.000 --> 02:31:22.000]  See you next week.
[02:31:22.000 --> 02:31:32.000]  See you next week.
[02:31:32.000 --> 02:31:42.000]  See you next week.
[02:31:42.000 --> 02:31:52.000]  See you next week.
[02:31:52.000 --> 02:32:02.000]  See you next week.
[02:32:02.000 --> 02:32:12.000]  See you next week.
[02:32:12.000 --> 02:32:36.000]  See you next week.
[02:32:36.000 --> 02:32:56.000]  See you next week.
[02:32:56.000 --> 02:33:06.000]  See you next week.
[02:33:06.000 --> 02:33:16.000]  See you next week.
[02:33:16.000 --> 02:33:26.000]  See you next week.
[02:33:26.000 --> 02:33:36.000]  See you next week.
[02:33:36.000 --> 02:33:46.000]  See you next week.
[02:33:46.000 --> 02:33:56.000]  See you next week.
[02:33:56.000 --> 02:34:06.000]  See you next week.
[02:34:06.000 --> 02:34:16.000]  See you next week.
[02:34:16.000 --> 02:34:26.000]  See you next week.
[02:34:46.000 --> 02:34:56.000]  See you next week.
[02:34:56.000 --> 02:35:06.000]  See you next week.
[02:35:06.000 --> 02:35:16.000]  See you next week.
[02:35:36.000 --> 02:35:46.000]  See you next week.
[02:36:06.000 --> 02:36:14.000]  See you next
[02:36:36.000 --> 02:36:46.000]  week.
[02:37:06.000 --> 02:37:16.000]  See you next week.
[02:37:16.000 --> 02:37:40.000]  See you next week.
[02:37:40.000 --> 02:37:50.000]  See you next
[02:38:10.000 --> 02:38:20.000]  week.
[02:38:40.000 --> 02:38:48.000]  See you next
[02:38:48.000 --> 02:39:16.000]  week.
[02:39:16.000 --> 02:39:26.000]  See you next week.
[02:39:26.000 --> 02:39:52.000]  See you next week.
[02:39:56.000 --> 02:40:06.000]  See you next week.
[02:40:26.000 --> 02:40:36.000]  See you next week.
[02:40:56.000 --> 02:41:06.000]  See you next week.
[02:41:26.000 --> 02:41:36.000]  See you next week.
[02:41:36.000 --> 02:41:46.000]  See you next week.
[02:41:46.000 --> 02:41:54.000]  See you next week.
[02:41:54.000 --> 02:42:02.000]  See you
[02:42:24.000 --> 02:42:34.000]  next week.
[02:42:54.000 --> 02:43:04.000]  See you next week.
[02:43:24.000 --> 02:43:32.000]  See you next
[02:43:32.000 --> 02:43:58.000]  week.
[02:43:58.000 --> 02:44:08.000]  See you next week.
[02:44:08.000 --> 02:44:32.000]  See you next week.
[02:44:32.000 --> 02:44:42.000]  See you next week.
[02:44:42.000 --> 02:44:52.000]  See you next week.
[02:44:52.000 --> 02:45:02.000]  See you next
[02:45:22.000 --> 02:45:32.000]  week.
[02:45:52.000 --> 02:46:00.000]  See you next
[02:46:00.000 --> 02:46:28.000]  week.
[02:46:28.000 --> 02:46:38.000]  See you next
[02:46:38.000 --> 02:47:02.000]  week.
[02:47:08.000 --> 02:47:18.000]  See you next
[02:47:18.000 --> 02:47:42.000]  week.
[02:47:42.000 --> 02:47:50.000]  See you next
[02:47:50.000 --> 02:48:18.000]  week.
[02:48:20.000 --> 02:48:30.000]  See you next
[02:48:30.000 --> 02:48:54.000]  week.
[02:48:54.000 --> 02:49:04.000]  See you next
[02:49:24.000 --> 02:49:34.000]  week.
[02:49:54.000 --> 02:50:04.000]  See you next
[02:50:04.000 --> 02:50:28.000]  week.
[02:50:34.000 --> 02:50:44.000]  See you next
[02:50:44.000 --> 02:51:08.000]  week.
[02:51:08.000 --> 02:51:18.000]  See you next
[02:51:38.000 --> 02:51:58.000]  week.
[02:51:58.000 --> 02:52:04.000]  See you next
[02:52:04.000 --> 02:52:14.000]  week.
[02:52:14.000 --> 02:52:24.000]  See you next
[02:52:24.000 --> 02:52:34.000]  week.
[02:52:54.000 --> 02:53:04.000]  See you next
[02:53:04.000 --> 02:53:28.000]  week.
[02:53:28.000 --> 02:53:38.000]  See you next
[02:53:38.000 --> 02:54:02.000]  week.
[02:54:02.000 --> 02:54:12.000]  See you next
[02:54:12.000 --> 02:54:32.000]  week.
[02:54:32.000 --> 02:54:42.000]  See you next
[02:54:42.000 --> 02:55:06.000]  week.
[02:55:12.000 --> 02:55:22.000]  See you next
[02:55:22.000 --> 02:55:46.000]  week.
[02:55:52.000 --> 02:56:02.000]  See you next
[02:56:02.000 --> 02:56:26.000]  week.
[02:56:32.000 --> 02:56:42.000]  See you next
[02:57:02.000 --> 02:57:12.000]  week.
[02:57:32.000 --> 02:57:42.000]  See you next
[02:57:42.000 --> 02:58:06.000]  week.
[02:58:12.000 --> 02:58:22.000]  See you next
[02:58:42.000 --> 02:58:52.000]  week.
[02:59:12.000 --> 02:59:22.000]  See you next
[02:59:22.000 --> 02:59:50.000]  week.
[02:59:50.000 --> 03:00:00.000]  See you next
[03:00:00.000 --> 03:00:10.000]  week.
[03:00:10.000 --> 03:00:20.000]  See you next
[03:00:20.000 --> 03:00:44.000]  week.
[03:00:50.000 --> 03:01:00.000]  See you next
[03:01:00.000 --> 03:01:24.000]  week.
[03:01:30.000 --> 03:01:40.000]  See you next
[03:01:40.000 --> 03:02:04.000]  week.
[03:02:04.000 --> 03:02:14.000]  See you next
[03:02:34.000 --> 03:02:44.000]  week.
[03:02:44.000 --> 03:02:54.000]  See you next
[03:02:54.000 --> 03:03:04.000]  week.
[03:03:24.000 --> 03:03:34.000]  See you next
[03:03:34.000 --> 03:03:58.000]  week.
[03:03:58.000 --> 03:04:08.000]  See you next
[03:04:28.000 --> 03:04:38.000]  week.
[03:04:58.000 --> 03:05:08.000]  See you next
